"T","kappa","Y","Lambda"
"496",281.25,0.25,1,0.535539171736389
"497",281.5,0.25,1,0.530757617651751
"498",281.75,0.25,1,0.526088746191582
"499",282,0.25,1,0.521559696080782
"500",282.25,0.25,1,0.517197078470612
"501",282.5,0.25,1,0.51302515497679
"502",282.75,0.25,1,0.468742273822889
"503",283,0.25,1,0.464416326336297
"504",283.25,0.25,1,0.460410819924143
"505",283.5,0.25,1,0.45674459232003
"506",283.75,0.25,1,0.453423623746362
"507",284,0.25,1,0.450437275803529
"508",284.25,0.25,1,0.447754460901722
"509",284.5,0.25,1,0.445319996342108
"510",284.75,0.25,1,0.392856179494013
"511",285,0.25,1,0.391011245583939
"512",285.25,0.25,1,0.389452536395741
"513",285.5,0.25,1,0.388050669294136
"514",285.75,0.25,1,0.386643139358771
"515",286,0.25,1,0.331674793150267
"516",286.25,0.25,1,0.330967433433046
"517",286.5,0.25,1,0.330146417461548
"518",286.75,0.25,1,0.329025943175439
"519",287,0.25,1,0.327429776191352
"520",287.25,0.25,1,0.270516032842845
"521",287.5,0.25,1,0.270031110223325
"522",287.75,0.25,1,0.269105785656796
"523",288,0.25,1,0.267653918129964
"524",288.25,0.25,1,0.265631694306965
"525",288.5,0.25,1,0.188960251627821
"526",288.75,0.25,1,0.187776060561115
"527",289,0.25,1,0.18626523162409
"528",289.25,0.25,1,0.184368116426046
"529",289.5,0.25,1,0.181949272861474
"530",289.75,0.25,1,0.178585957200506
"531",290,0.25,1,0.00837527089362072
"532",290.25,0.25,1,0.0077516474011524
"533",290.5,0.25,1,0.00716575227071465
"534",290.75,0.25,1,0.00661604928610203
"535",291,0.25,1,0.00610100825949488
"536",291.25,0.25,1,0.00561910578843146
"537",291.5,0.25,1,0.00516882844474946
"538",291.75,0.25,1,0.00474867731125837
"539",292,0.25,1,0.00435717303855045
"540",280,0.275,1,0.596583018873698
"541",280.25,0.275,1,0.591156813980532
"542",280.5,0.275,1,0.585744247193129
"543",280.75,0.275,1,0.580384543270325
"544",281,0.275,1,0.575123014257003
"545",281.25,0.275,1,0.570010305956791
"546",281.5,0.275,1,0.565101114087159
"547",281.75,0.275,1,0.560452320343146
"548",282,0.275,1,0.556120535426065
"549",282.25,0.275,1,0.552159072510335
"550",282.5,0.275,1,0.548621948916651
"551",282.75,0.275,1,0.545541192286573
"552",283,0.275,1,0.542932161337494
"553",283.25,0.275,1,0.503556020433869
"554",283.5,0.275,1,0.501645108977759
"555",283.75,0.275,1,0.500306932270066
"556",284,0.275,1,0.499509370013522
"557",284.25,0.275,1,0.499154363391352
"558",284.5,0.275,1,0.499131346130792
"559",284.75,0.275,1,0.454587786103576
"560",285,0.275,1,0.455293609471235
"561",285.25,0.275,1,0.456281586484221
"562",285.5,0.275,1,0.457243444813486
"563",285.75,0.275,1,0.404908188105382
"564",286,0.275,1,0.406863296280607
"565",286.25,0.275,1,0.408631759929598
"566",286.5,0.275,1,0.347328352141982
"567",286.75,0.275,1,0.3514810071643
"568",287,0.275,1,0.354909568032921
"569",287.25,0.275,1,0.357143222021031
"570",287.5,0.275,1,0.30119986553587
"571",287.75,0.275,1,0.303718434837555
"572",288,0.275,1,0.304778586466032
"573",288.25,0.275,1,0.247000360716846
"574",288.5,0.275,1,0.248883947574833
"575",288.75,0.275,1,0.249552652371015
"576",289,0.275,1,0.249022564301377
"577",289.25,0.275,1,0.17486885843707
"578",289.5,0.275,1,0.174752830001793
"579",289.75,0.275,1,0.174030081802373
"580",290,0.275,1,0.172678122130705
"581",290.25,0.275,1,0.170565343530363
"582",290.5,0.275,1,0.167053364401278
"583",290.75,0.275,1,0.00660036731738043
"584",291,0.275,1,0.00608945574071479
"585",291.25,0.275,1,0.0056105886259777
"586",291.5,0.275,1,0.0051625375960995
"587",291.75,0.275,1,0.00474401836820394
"588",292,0.275,1,0.00435371111952047
"589",280,0.3,1,0.636499554244766
"590",280.25,0.3,1,0.630985037604614
"591",280.5,0.3,1,0.62558524223245
"592",280.75,0.3,1,0.620371152405419
"593",281,0.3,1,0.615420341179223
"594",281.25,0.3,1,0.610815260212193
"595",281.5,0.3,1,0.606640198781648
"596",281.75,0.3,1,0.602976066877855
"597",282,0.3,1,0.599897409792858
"598",282.25,0.3,1,0.597466077232279
"599",282.5,0.3,1,0.595725254292725
"600",282.75,0.3,1,0.594695167104068
"601",283,0.3,1,0.565480297110476
"602",283.25,0.3,1,0.566061643790373
"603",283.5,0.3,1,0.567422396066249
"604",283.75,0.3,1,0.56945679041009
"605",284,0.3,1,0.57203145497759
"606",284.25,0.3,1,0.544017126456043
"607",284.5,0.3,1,0.547869716487159
"608",284.75,0.3,1,0.551855407873355
"609",285,0.3,1,0.521704314763582
"610",285.25,0.3,1,0.52599013738163
"611",285.5,0.3,1,0.529820099532892
"612",285.75,0.3,1,0.494553396787155
"613",286,0.3,1,0.497571601619569
"614",286.25,0.3,1,0.499487548122496
"615",286.5,0.3,1,0.454634204092379
"616",286.75,0.3,1,0.454723302376158
"617",287,0.3,1,0.392807330651583
"618",287.25,0.3,1,0.394636822706906
"619",287.5,0.3,1,0.395854241789074
"620",287.75,0.3,1,0.323001765189036
"621",288,0.3,1,0.33179221791306
"622",288.25,0.3,1,0.274352215507736
"623",288.5,0.3,1,0.281842968158866
"624",288.75,0.3,1,0.286475096987199
"625",289,0.3,1,0.227845285499006
"626",289.25,0.3,1,0.232332090869856
"627",289.5,0.3,1,0.234608947814608
"628",289.75,0.3,1,0.234910863658232
"629",290,0.3,1,0.163605717409641
"630",290.25,0.3,1,0.164109696221883
"631",290.5,0.3,1,0.163692513534656
"632",290.75,0.3,1,0.162363208234606
"633",291,0.3,1,0.159764532346908
"634",291.25,0.3,1,0.00559354586533266
"635",291.5,0.3,1,0.00515059663220545
